Population,State,City
3031,Michigan,Manistique
1730,Michigan,Marenisco Township
4153,Michigan,Marine City
1828,Michigan,Marlette
21590,Michigan,Marquette
9763,Michigan,Marysville
8246,Michigan,Mason
1971,Michigan,Mattawan
928,Michigan,Mayville
10473,Michigan,Melvindale
1178,Michigan,Memphis
8476,Michigan,Menominee
4238,Michigan,Metamora Township
182,Michigan,Michiana
2338,Michigan,Montague
7706,Michigan,Montrose Township
2190,Michigan,Morenci
899,Michigan,Morrice
3012,Michigan,Mount Morris
14781,Michigan,Mundy Township
2325,Michigan,Munising
17693,Michigan,Muskegon Township
6771,Michigan,Napoleon Township
1622,Michigan,Nashville
4650,Michigan,Negaunee
12148,Michigan,New Baltimore
1877,Michigan,New Buffalo
448,Michigan,New Era
562,Michigan,New Lothrop
11471,Michigan,Niles
1029,Michigan,North Branch
3756,Michigan,North Muskegon
5992,Michigan,Northville
285,Michigan,Oakley
29684,Michigan,Oak Park
1610,Michigan,Olivet
2424,Michigan,Orchard Lake
6819,Michigan,Oscoda Township
840,Michigan,Otisville
3953,Michigan,Otsego
1608,Michigan,Ovid
236,Michigan,Owendale
3476,Michigan,Oxford
3470,Michigan,Paw Paw
849,Michigan,Pentwater
2104,Michigan,Perry
5722,Michigan,Petoskey
2461,Michigan,Pinckney
1288,Michigan,Pinconning
3798,Michigan,Plainwell
2550,Michigan,Pleasant Ridge
8949,Michigan,Plymouth
27076,Michigan,Plymouth Township
647,Michigan,Port Austin
611,Michigan,Port Sanilac
2613,Michigan,Potterville
3388,Michigan,Prairieville Township
7468,Michigan,Raisin Township
1063,Michigan,Reading
47432,Michigan,Redford Township
2396,Michigan,Reed City
1421,Michigan,Reese
8523,Michigan,"Richfield Township, Genesee County"
3663,Michigan,"Richfield Township, Roscommon County"
768,Michigan,Richland
4089,Michigan,"Richland Township, Saginaw County"
5741,Michigan,Richmond
7723,Michigan,River Rouge
12267,Michigan,Riverview
12947,Michigan,Rochester
5894,Michigan,Rockford
3221,Michigan,Rockwood
2764,Michigan,Rogers City
23483,Michigan,Romulus
3800,Michigan,Roosevelt Park
427,Michigan,Rothbury
512,Michigan,Sand Lake
2624,Michigan,Sandusky
2173,Michigan,Saugatuck-Douglas
1548,Michigan,Schoolcraft
1215,Michigan,Scottville
1715,Michigan,Sebewaing
1525,Michigan,Shepherd
4582,Michigan,Somerset Township
29459,Michigan,Southgate
4355,Michigan,South Haven
11552,Michigan,South Lyon
1660,Michigan,South Rockwood
2112,Michigan,Spaulding Township
8276,Michigan,Spring Arbor Township
5210,Michigan,Springfield
5311,Michigan,Spring Lake-Ferrysburg
1461,Michigan,Standish
1409,Michigan,Stanton
2021,Michigan,St. Charles
5375,Michigan,St. Clair
59754,Michigan,St. Clair Shores
130634,Michigan,Sterling Heights
2454,Michigan,St. Ignace
7906,Michigan,St. Johns
9953,Michigan,St. Joseph Township
7416,Michigan,St. Louis
1222,Michigan,Stockbridge
10850,Michigan,Sturgis
616,Michigan,Suttons Bay
5646,Michigan,Swartz Creek
1749,Michigan,Sylvan Lake
4526,Michigan,Tawas
8401,Michigan,Tecumseh
6872,Michigan,Thetford Township
11846,Michigan,Thomas Township
9849,Michigan,Tittabawassee Township
2996,Michigan,Tuscarora Township
836,Michigan,Ubly
3402,Michigan,Unadilla Township
1591,Michigan,Union City
496,Michigan,Unionville
2635,Michigan,Vassar
760,Michigan,Vernon
2993,Michigan,Vicksburg
24158,Michigan,Walker
7101,Michigan,Walled Lake
1716,Michigan,Watervliet
2110,Michigan,West Branch
1387,Michigan,White Cloud
2683,Michigan,Whitehall
1508,Michigan,White Pigeon
3836,Michigan,Williamston
13744,Michigan,Wixom
4370,Michigan,Wolverine Lake
25378,Michigan,Wyandotte
1909,Michigan,Yale
19677,Michigan,Ypsilanti
5575,Michigan,Zeeland
1629,Michigan,Zilwaukee
17867,Minnesota,Albert Lea
11716,Minnesota,Alexandria
3317,Minnesota,Annandale
17270,Minnesota,Anoka
1368,Minnesota,Appleton
50262,Minnesota,Apple Valley
9813,Minnesota,Arden Hills
24823,Minnesota,Austin
1414,Minnesota,Avon
7719,Minnesota,Baxter
3649,Minnesota,Bayport
4622,Minnesota,Becker
6848,Minnesota,Belle Plaine
3142,Minnesota,Benson
10296,Minnesota,Big Lake
795,Minnesota,Blackduck
87057,Minnesota,Bloomington
13493,Minnesota,Brainerd
3388,Minnesota,Breckenridge
30814,Minnesota,Brooklyn Center
15802,Minnesota,Buffalo
61371,Minnesota,Burnsville
2807,Minnesota,Caledonia
8244,Minnesota,Cambridge
1729,Minnesota,Canby
4080,Minnesota,Cannon Falls
10812,Minnesota,Centennial Lakes
23881,Minnesota,Champlin
5042,Minnesota,Chisholm
12005,Minnesota,Cloquet
5455,Minnesota,Cold Spring
62056,Minnesota,Coon Rapids
5539,Minnesota,Corcoran
35339,Minnesota,Cottage Grove
7827,Minnesota,Crookston
4885,Minnesota,Dayton
3742,Minnesota,Deephaven
8887,Minnesota,Detroit Lakes
4111,Minnesota,Dilworth
2573,Minnesota,Eagle Lake
8528,Minnesota,East Grand Forks
269,Minnesota,Echo
49405,Minnesota,Edina
645,Minnesota,Elmore
3691,Minnesota,Eveleth
10400,Minnesota,Fairmont
22190,Minnesota,Farmington
13244,Minnesota,Fergus Falls
528,Minnesota,Floodwood
19140,Minnesota,Forest Lake
27775,Minnesota,Fridley
5532,Minnesota,Glencoe
2518,Minnesota,Glenwood
20904,Minnesota,Golden Valley
3996,Minnesota,Goodview
2790,Minnesota,Granite Falls
962,Minnesota,Hallock
22365,Minnesota,Hastings
9660,Minnesota,Hermantown
16267,Minnesota,Hibbing
746,Minnesota,Hilltop
18108,Minnesota,Hopkins
5417,Minnesota,Isanti
5955,Minnesota,Jordan
6023,Minnesota,Kasson
4802,Minnesota,La Crescent
4988,Minnesota,Lake City
2557,Minnesota,Lake Crystal
9302,Minnesota,Lakes Area
57758,Minnesota,Lakeville
6653,Minnesota,Litchfield
10083,Minnesota,Little Canada
1059,Minnesota,Madison Lake
1766,Minnesota,Mapleton
39765,Minnesota,Maplewood
5093,Minnesota,Medina
2882,Minnesota,Milaca
51573,Minnesota,Minnetonka
9119,Minnesota,Minnetrista
5201,Minnesota,Montevideo
2926,Minnesota,Montgomery
5276,Minnesota,Morris
12486,Minnesota,Mounds View
2075,Minnesota,Mountain Lake
21995,Minnesota,New Brighton
20852,Minnesota,New Hope
3457,Minnesota,Newport
7457,Minnesota,New Prague
13185,Minnesota,New Ulm
9966,Minnesota,North Branch
20675,Minnesota,Northfield
13357,Minnesota,North Mankato
4608,Minnesota,North Oaks
11767,Minnesota,North St. Paul
27820,Minnesota,Oakdale
4655,Minnesota,Oak Park Heights
2418,Minnesota,Olivia
21190,Minnesota,Orono
1858,Minnesota,Ortonville
3673,Minnesota,Park Rapids
2429,Minnesota,Paynesville
3292,Minnesota,Plainview
4653,Minnesota,Princeton
24056,Minnesota,Prior Lake
3053,Minnesota,Proctor
24186,Minnesota,Ramsey
16489,Minnesota,Red Wing
5152,Minnesota,Redwood Falls
36367,Minnesota,Richfield
14363,Minnesota,Robbinsdale
11782,Minnesota,Rogers
22579,Minnesota,Rosemount
4325,Minnesota,Sauk Centre
13008,Minnesota,Sauk Rapids
3501,Minnesota,Sleepy Eye
11992,Minnesota,South Lake Minnetonka
20484,Minnesota,South St. Paul
2102,Minnesota,Springfield
1304,Minnesota,Spring Grove
2916,Minnesota,Staples
3688,Minnesota,St. Charles
6274,Minnesota,St. Francis
4580,Minnesota,St. James
5335,Minnesota,St. Paul Park
11506,Minnesota,St. Peter
3676,Minnesota,Two Harbors
12911,Minnesota,Vadnais Heights
8625,Minnesota,Virginia
2497,Minnesota,Wabasha
1768,Minnesota,Warroad
9443,Minnesota,Waseca
3805,Minnesota,Wayzata
2275,Minnesota,Wells
5458,Minnesota,West Hennepin
1368,Minnesota,Wheaton
24472,Minnesota,White Bear Lake
11266,Minnesota,White Bear Township
19691,Minnesota,Willmar
4594,Minnesota,Windom
1394,Minnesota,Winnebago
28077,Minnesota,Winona
12903,Minnesota,Worthington
7690,Minnesota,Wyoming
3305,Minnesota,Zumbrota
5473,Mississippi,Aberdeen
1461,Mississippi,Ackerman
7167,Mississippi,Amory
7417,Mississippi,Batesville
2187,Mississippi,Belzoni
22326,Mississippi,Brandon
12519,Mississippi,Brookhaven
1270,Mississippi,Byhalia
11795,Mississippi,Byram
5018,Mississippi,Carthage
12174,Mississippi,Cleveland
6430,Mississippi,Columbia
23377,Mississippi,Columbus
4949,Mississippi,Crystal Springs
10123,Mississippi,D'Iberville
2124,Mississippi,Eupora
4276,Mississippi,Florence
3984,Mississippi,Fulton
16112,Mississippi,Greenwood
2403,Mississippi,Guntown
47549,Mississippi,Hattiesburg
26670,Mississippi,Horn Lake
10443,Mississippi,Indianola
3015,Mississippi,Iuka
176039,Mississippi,Jackson
18917,Mississippi,Laurel
15467,Mississippi,Long Beach
6500,Mississippi,Louisville
25044,Mississippi,Madison
4401,Mississippi,Magee
12726,Mississippi,McComb
3439,Mississippi,Morton
34827,Mississippi,Olive Branch
5020,Mississippi,Pass Christian
10902,Mississippi,Petal
7488,Mississippi,Philadelphia
10840,Mississippi,Picayune
1462,Mississippi,Port Gibson
2915,Mississippi,Ruleville
50801,Mississippi,Southaven
24519,Mississippi,Starkville
1678,Mississippi,Summit
1114,Mississippi,Terry
23318,Mississippi,Vicksburg
11179,Mississippi,West Point
4535,Mississippi,Wiggins
4776,Mississippi,Winona
11570,Mississippi,Yazoo City
1633,Missouri,Adrian
1341,Missouri,Advance
391,Missouri,Alma
882,Missouri,Alton
1999,Missouri,Anderson
349,Missouri,Annapolis
1081,Missouri,Appleton City
504,Missouri,Arbyrd
1187,Missouri,Archie
21070,Missouri,Arnold
1479,Missouri,Ash Grove
3844,Missouri,Ashland
7474,Missouri,Aurora
980,Missouri,Auxvasse
2970,Missouri,Ava
30452,Missouri,Ballwin
221,Missouri,Bates City
5783,Missouri,Battlefield
726,Missouri,Bella Villa
1531,Missouri,Belle
10819,Missouri,Bellefontaine Neighbors
189,Missouri,Bellerive
376,Missouri,Bellflower
1490,Missouri,Bel-Nor
2726,Missouri,Bel-Ridge
23273,Missouri,Belton
8946,Missouri,Berkeley
1938,Missouri,Bernie
815,Missouri,Bertrand
3168,Missouri,Bethany
570,Missouri,Beverly Hills
1060,Missouri,Billings
664,Missouri,Birch Tree
1506,Missouri,Bismarck
250,Missouri,Blackburn
1901,Missouri,Bloomfield
53131,Missouri,Blue Springs
10408,Missouri,Bolivar
7088,Missouri,Bonne Terre
8301,Missouri,Boonville
1644,Missouri,Bourbon
5534,Missouri,Bowling Green
458,Missouri,Branson West
849,Missouri,Braymer
4724,Missouri,Breckenridge Hills
8030,Missouri,Brentwood
11657,Missouri,Bridgeton
4403,Missouri,Brookfield
831,Missouri,Brunswick
451,Missouri,Bucklin
3070,Missouri,Buckner
3100,Missouri,Buffalo
4137,Missouri,Butler
464,Missouri,Butterfield Village
2785,Missouri,Byrnes Mill
2126,Missouri,Cabool
4327,Missouri,California
1290,Missouri,Calverton Park
502,Missouri,Camden Point
3810,Missouri,Camdenton
9867,Missouri,Cameron
1982,Missouri,Campbell
320,Missouri,Canalou
2377,Missouri,Canton
38716,Missouri,Cape Girardeau
708,Missouri,Cardwell
7390,Missouri,Carl Junction
3663,Missouri,Carrollton
1823,Missouri,Carterville
13988,Missouri,Carthage
6107,Missouri,Caruthersville
3255,Missouri,Cassville
513,Missouri,Center
4169,Missouri,Centralia
2948,Missouri,Chaffee
1362,Missouri,Charlack
5907,Missouri,Charleston
47744,Missouri,Chesterfield
9419,Missouri,Chillicothe
1276,Missouri,Clarkton
1462,Missouri,Claycomo
657,Missouri,Cleveland
2343,Missouri,Clever
9054,Missouri,Clinton
1111,Missouri,Cole Camp
114587,Missouri,Columbia
2406,Missouri,Concordia
777,Missouri,Conway
1193,Missouri,Cool Valley
398,Missouri,Corder
3682,Missouri,Cottleville
1266,Missouri,Country Club Hills
2477,Missouri,Country Club Village
1410,Missouri,Crane
345,Missouri,Creighton
11931,Missouri,Crestwood
17862,Missouri,Creve Coeur
1120,Missouri,Crocker
4821,Missouri,Crystal City
3390,Missouri,Cuba
440,Missouri,Delta
4960,Missouri,Desloge
6460,Missouri,De Soto
8434,Missouri,Des Peres
7882,Missouri,Dexter
929,Missouri,Diamond
1573,Missouri,Dixon
1992,Missouri,Doniphan
615,Missouri,Doolittle
960,Missouri,Drexel
1088,Missouri,Duenweg
1706,Missouri,Duquesne
3205,Missouri,East Prairie
205,Missouri,Edgar Springs
1155,Missouri,Edina
837,Missouri,Edmundson
4589,Missouri,Eldon
3520,Missouri,El Dorado Springs
995,Missouri,Ellington
9146,Missouri,Ellisville
453,Missouri,Ellsinore
1953,Missouri,Elsberry
587,Missouri,Eminence
233,Missouri,Emma
464,Missouri,Essex
10450,Missouri,Eureka
11346,Missouri,Excelsior Springs
767,Missouri,Exeter
1418,Missouri,Fair Grove
467,Missouri,Fair Play
392,Missouri,Fairview
318,Missouri,Farber
17506,Missouri,Farmington
2718,Missouri,Fayette
21115,Missouri,Ferguson
462,Missouri,Ferrelview
11782,Missouri,Festus
819,Missouri,Flordell Hills
52289,Missouri,Florissant
164,Missouri,Foley
795,Missouri,Fordland
505,Missouri,Foristell
2285,Missouri,Forsyth
4101,Missouri,Fredericktown
480,Missouri,Freeman
3516,Missouri,Frontenac
12713,Missouri,Fulton
422,Missouri,Galena
1730,Missouri,Gallatin
1637,Missouri,Garden City
1324,Missouri,Gerald
1047,Missouri,Gideon
26083,Missouri,Gladstone
1102,Missouri,Glasgow
5920,Missouri,Glendale
160,Missouri,Glen Echo Park
1244,Missouri,Goodman
1498,Missouri,Gower
13081,Missouri,Grain Valley
2170,Missouri,Granby
244,Missouri,Grandin
654,Missouri,Greendale
1299,Missouri,Greenfield
490,Missouri,Greenville
5331,Missouri,Greenwood
1544,Missouri,Hallsville
1722,Missouri,Hamilton
17784,Missouri,Hannibal
551,Missouri,Hardin
9999,Missouri,Harrisonville
606,Missouri,Hartville
673,Missouri,Hawk Point
2890,Missouri,Hayti
613,Missouri,Hayti Heights
25670,Missouri,Hazelwood
363,Missouri,Henrietta
3756,Missouri,Herculaneum
2380,Missouri,Hermann
4730,Missouri,Higginsville
916,Missouri,Highlandville
2949,Missouri,Hillsboro
1513,Missouri,Hillsdale
630,Missouri,Holcomb
2333,Missouri,Holden
4415,Missouri,Hollister
457,Missouri,Holt
3401,Missouri,Holts Summit
658,Missouri,Hornersville
2083,Missouri,Houston
370,Missouri,Howardville
1039,Missouri,Humansville
1543,Missouri,Huntsville
173,Missouri,Hurley
736,Missouri,Iberia
521,Missouri,Indian Point
718,Missouri,Iron Mountain Lake
1416,Missouri,Ironton
14307,Missouri,Jackson
898,Missouri,Jasper
43193,Missouri,Jefferson City
14752,Missouri,Jennings
744,Missouri,Jonesburg
2039,Missouri,Kahoka
8977,Missouri,Kearney
10897,Missouri,Kennett
2325,Missouri,Kimberling City
157,Missouri,Kimmswick
1024,Missouri,King City
299,Missouri,Kinloch
17529,Missouri,Kirksville
27557,Missouri,Kirkwood
2804,Missouri,Knob Noster
8548,Missouri,Ladue
932,Missouri,La Grange
1956,Missouri,Lake Lotawana
1623,Missouri,Lake Ozark
1427,Missouri,Lakeshire
14733,Missouri,Lake St. Louis
728,Missouri,Lake Tapawingo
897,Missouri,Lake Waukomis
1129,Missouri,Lake Winnebago
4511,Missouri,Lamar
1141,Missouri,La Monte
415,Missouri,Lanagan
1359,Missouri,La Plata
2042,Missouri,Lathrop
920,Missouri,Laurie
2418,Missouri,Lawson
410,Missouri,Leadington
1246,Missouri,Leadwood
342,Missouri,Leasburg
14550,Missouri,Lebanon
92765,Missouri,Lee's Summit
582,Missouri,Leeton
4646,Missouri,Lexington
751,Missouri,Liberal
30000,Missouri,Liberty
3061,Missouri,Licking
1183,Missouri,Lincoln
1453,Missouri,Linn
243,Missouri,Linn Creek
893,Missouri,Lockwood
1069,Missouri,Lone Jack
3322,Missouri,Louisiana
617,Missouri,Lowry City
5507,Missouri,Macon
4248,Missouri,Malden
18187,Missouri,Manchester
1280,Missouri,Mansfield
8009,Missouri,Maplewood
1502,Missouri,Marble Hill
2171,Missouri,Marceline
2207,Missouri,Marionville
13019,Missouri,Marshall
6696,Missouri,Marshfield
487,Missouri,Marston
1129,Missouri,Marthasville
306,Missouri,Martinsburg
27439,Missouri,Maryland Heights
12027,Missouri,Maryville
643,Missouri,Matthews
1123,Missouri,Maysville
1846,Missouri,Memphis
1754,Missouri,Merriam Woods
11564,Missouri,Mexico
1893,Missouri,Milan
694,Missouri,Miller
977,Missouri,Miner
119,Missouri,Miramiguoa
13979,Missouri,Moberly
2435,Missouri,Moline Acres
8927,Missouri,Monett
2474,Missouri,Monroe City
2779,Missouri,Montgomery City
937,Missouri,Morehouse
691,Missouri,Morley
196,Missouri,Mosby
2540,Missouri,Moscow Mills
1084,Missouri,Mound City
4741,Missouri,Mountain Grove
2715,Missouri,Mountain View
4549,Missouri,Mount Vernon
219,Missouri,Napoleon
12213,Missouri,Neosho
8110,Missouri,Nevada
677,Missouri,New Bloomfield
458,Missouri,Newburg
745,Missouri,New Florence
1087,Missouri,New Franklin
2096,Missouri,New Haven
983,Missouri,New London
3028,Missouri,New Madrid
477,Missouri,New Melle
403,Missouri,Niangua
20110,Missouri,Nixa
1820,Missouri,Noel
683,Missouri,Norborne
4988,Missouri,Normandy
4310,Missouri,North Kansas City
329,Missouri,Northmoor
4202,Missouri,Northwoods
653,Missouri,Norwood
7865,Missouri,Oak Grove
1378,Missouri,Oakland
387,Missouri,Oakview Village
5221,Missouri,Odessa
82672,Missouri,O'Fallon
278,Missouri,Old Monroe
7800,Missouri,Olivette
1280,Missouri,Oran
801,Missouri,Oregon
2303,Missouri,Oronogo
816,Missouri,Orrick
4366,Missouri,Osage Beach
905,Missouri,Osceola
15990,Missouri,Overland
2619,Missouri,Owensville
18487,Missouri,Ozark
7039,Missouri,Pacific
3302,Missouri,Pagedale
3610,Missouri,Palmyra
8733,Missouri,Park Hills
5843,Missouri,Parkville
672,Missouri,Parma
466,Missouri,Pasadena Park
4852,Missouri,Peculiar
705,Missouri,Perry
8270,Missouri,Perryville
5574,Missouri,Pevely
1961,Missouri,Piedmont
1281,Missouri,Pierce City
760,Missouri,Pilot Grove
720,Missouri,Pilot Knob
3257,Missouri,Pine Lawn
785,Missouri,Pineville
4809,Missouri,Platte City
397,Missouri,Platte Woods
2281,Missouri,Plattsburg
8193,Missouri,Pleasant Hill
611,Missouri,Pleasant Hope
3031,Missouri,Pleasant Valley
547,Missouri,Polo
17216,Missouri,Poplar Bluff
3140,Missouri,Portageville
2658,Missouri,Potosi
393,Missouri,Purcell
1092,Missouri,Purdy
870,Missouri,Puxico
586,Missouri,Queen City
458,Missouri,Qulin
53,Missouri,Randolph
19643,Missouri,Raymore
900,Missouri,Reeds Spring
15569,Missouri,Republic
1351,Missouri,Rich Hill
1888,Missouri,Richland
5648,Missouri,Richmond
8555,Missouri,Richmond Heights
3032,Missouri,Riverside
2840,Missouri,Riverview
847,Missouri,Rockaway Beach
4637,Missouri,Rock Hill
1271,Missouri,Rock Port
3266,Missouri,Rogersville
19839,Missouri,Rolla
410,Missouri,Rosebud
4966,Missouri,Salem
1565,Missouri,Salisbury
1284,Missouri,Sarcoxie
5113,Missouri,Savannah
4541,Missouri,Scott City
21494,Missouri,Sedalia
840,Missouri,Seligman
1762,Missouri,Senath
2408,Missouri,Seneca
1928,Missouri,Seymour
1658,Missouri,Shelbina
6239,Missouri,Shrewsbury
16328,Missouri,Sikeston
257,Missouri,Silex
1851,Missouri,Slater
8867,Missouri,Smithville
957,Missouri,Southwest City
1783,Missouri,Sparta
12966,Missouri,St. Ann
4694,Missouri,St. Clair
2175,Missouri,Steele
1698,Missouri,Steelville
4286,Missouri,Ste. Genevieve
753,Missouri,Stewartsville
4149,Missouri,St. James
6487,Missouri,St. John
347,Missouri,St. Marys
1063,Missouri,Stover
54503,Missouri,St. Peters
2372,Missouri,Strafford
142,Missouri,Strasburg
4615,Missouri,St. Robert
901,Missouri,Sturgeon
3339,Missouri,Sugar Creek
7067,Missouri,Sullivan
499,Missouri,Summersville
8522,Missouri,Sunset Hills
1481,Missouri,Sweet Springs
1522,Missouri,Tarkio
2340,Missouri,Terre du Lac
2260,Missouri,Thayer
3204,Missouri,Tipton
10881,Missouri,Town and Country
214,Missouri,Tracy
6048,Missouri,Trenton
630,Missouri,Trimble
11049,Missouri,Troy
717,Missouri,Truesdale
10506,Missouri,Union
1835,Missouri,Unionville
419,Missouri,Urbana
4060,Missouri,Vandalia
1411,Missouri,Velda City
1052,Missouri,Velda Village Hills
612,Missouri,Verona
2414,Missouri,Versailles
674,Missouri,Viburnum
596,Missouri,Vienna
1880,Missouri,Vinita Park
713,Missouri,Walnut Grove
417,Missouri,Wardell
19958,Missouri,Warrensburg
8015,Missouri,Warrenton
2121,Missouri,Warsaw
1955,Missouri,Warson Woods
433,Missouri,Washburn
13898,Missouri,Washington
834,Missouri,Waverly
5207,Missouri,Waynesville
1790,Missouri,Weatherby Lake
10777,Missouri,Webb City
23078,Missouri,Webster Groves
2351,Missouri,Wellston
1176,Missouri,Wellsville
31820,Missouri,Wentzville
1704,Missouri,Weston
12345,Missouri,West Plains
693,Missouri,Wheaton
5440,Missouri,Willard
2177,Missouri,Willow Springs
1413,Missouri,Winfield
1311,Missouri,Winona
706,Missouri,Wood Heights
